SKU,cates,img_url,name,price,tag
 WM2482 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2024/04/Anime-Naruto-Shippuden-Shizune-WM2482-Minifigures-600x600.jpg,Anime Naruto Shippuden Shizune WM2482 Minifigures,1.2,Shizune
 WM2481 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2024/04/Anime-Naruto-Shippuden-Teuchi-WM2481-Minifigures-600x600.jpg,Anime Naruto Shippuden Teuchi WM2481 Minifigures,1.3,Teuchi
 WM2480 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2024/04/Anime-Naruto-Shippuden-Sarutobi-Konohamaru-WM2480-Minifigures-600x600.jpg,Anime Naruto Shippuden Sarutobi Konohamaru WM2480 Minifigures,1.2,Sarutobi Konohamaru
 WM2478 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2024/04/Anime-Naruto-Shippuden-Tenten-WM2478-Minifigures-600x600.jpg,Anime Naruto Shippuden Tenten WM2478 Minifigures,1.2,Tenten
 K2083 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Fu-Yamanaka-K2083-Minifigures-600x600.jpg,Anime Naruto Shippuden Fu Yamanaka K2083 Minifigures,0.9,Fu Yamanaka
 WM2477 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2024/04/Anime-Naruto-Shippuden-Sai-WM2477-Minifigures-600x600.jpg,Anime Naruto Shippuden Sai WM2477 Minifigures,1.2,Sai
 K2082 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Hiruzen-Sarutobi-K2082-Minifigures-600x600.jpg,Anime Naruto Shippuden Hiruzen Sarutobi K2082 Minifigures,1.0,Hiruzen Sarutobi
 WM2479 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2024/04/Anime-Naruto-Shippuden-Hyuga-Neji-WM2479-Minifigures-600x600.jpg,Anime Naruto Shippuden Hyuga Neji WM2479 Minifigures,1.2,Hyuga Neji
 K2084 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Torune-Aburame-K2084-Minifigures-600x600.jpg,Anime Naruto Shippuden Torune Aburame K2084 Minifigures,0.9,Torune Aburame
 WM2467 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2024/03/Anime-Naruto-Shippuden-Ootutuki-Momoshiki-WM2467-Minifigures-600x600.png,Anime Naruto Shippuden Ootutuki Momoshiki WM2467 Minifigures,1.4,Ootutuki Momoshiki
 WM2468 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2024/03/Anime-Naruto-Shippuden-Uchiha-Sasuke-WM2468-Minifigures-600x600.png,Anime Naruto Shippuden Uchiha Sasuke WM2468 Minifigures,1.4,Uchiha Sasuke
 WM2470 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2024/03/Anime-Naruto-Shippuden-Uzumaki-Naruto-WM2470-Minifigures-600x600.png,Anime Naruto Shippuden Uzumaki Naruto WM2470 Minifigures,1.2,Uzumaki Naruto
 WM2469 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2024/03/Anime-Naruto-Shippuden-Uzumaki-Naruto-WM2469-Minifigures-600x600.png,Anime Naruto Shippuden Uzumaki Naruto WM2469 Minifigures,1.7,Uzumaki Naruto
 WM2473 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2024/03/Anime-Naruto-Shippuden-Hyuga-Hinata-WM2473-Minifigures-600x600.png,Anime Naruto Shippuden Hyuga Hinata WM2473 Minifigures,1.4,Hyuga Hinata
 WM2471 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2024/03/Anime-Naruto-Shippuden-Uzumaki-Boruto-WM2471-Minifigures-600x600.png,Anime Naruto Shippuden Uzumaki Boruto WM2471 Minifigures,1.4,Uzumaki Boruto
 WM2472 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2024/03/Anime-Naruto-Shippuden-Uchiha-Sarada-WM2472-Minifigures-600x600.png,Anime Naruto Shippuden Uchiha Sarada WM2472 Minifigures,1.4,Uchiha Sarada
 K2081 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Sasori-K2081-Minifigures-600x600.jpg,Anime Naruto Shippuden Sasori K2081 Minifigures,0.9,Sasori
 WM2474 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2024/03/Anime-Naruto-Shippuden-Uzumaki-Naruto-WM2474-Minifigures-600x600.png,Anime Naruto Shippuden Uzumaki Naruto WM2474 Minifigures,1.0,Uzumaki Naruto
 WM2475 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2024/04/Anime-Naruto-Shippuden-Yamato-WM2475-Minifigures-600x600.jpg,Anime Naruto Shippuden Yamato WM2475 Minifigures,1.3,Yamato
 WM2476 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2024/04/Anime-Naruto-Shippuden-Umino-Iruka-WM2476-Minifigures-600x600.jpg,Anime Naruto Shippuden Umino Iruka WM2476 Minifigures,1.3,Umino Iruka
 K2080 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Anko-Mitarashi-K2080-Minifigures-600x600.jpg,Anime Naruto Shippuden Anko Mitarashi K2080 Minifigures,0.9,Anko Mitarashi
 K2077 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Suigetsu-Hozuki-K2077-Minifigures-600x600.jpg,Anime Naruto Shippuden Suigetsu Hozuki K2077 Minifigures,0.9,Suigetsu Hozuki
 K2078 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Sarutobi-Asuma-K2078-Minifigures-600x600.jpg,Anime Naruto Shippuden Sarutobi Asuma K2078 Minifigures,1.0,Sarutobi Asuma
 K2031 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Iwagakure-Shinobi-K2031-Minifigures-600x600.jpg,Anime Naruto Shippuden Iwagakure Shinobi K2031 Minifigures,0.9,Iwagakure Shinobi
 K2079 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Might-Guy-K2079-Minifigures-600x600.jpg,Anime Naruto Shippuden Might Guy K2079 Minifigures,1.0,Might Guy
 K2032 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Satetsu-K2032-Minifigures-600x600.jpg,Anime Naruto Shippuden Satetsu K2032 Minifigures,0.9,Satetsu
 K2027 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Kumogakure-Shinobi-K2027-Minifigures-600x600.jpg,Anime Naruto Shippuden Kumogakure Shinobi K2027 Minifigures,0.9,Kumogakure Shinobi
 K2026 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Might-Guy-K2026-Minifigures-600x600.jpg,Anime Naruto Shippuden Might Guy K2026 Minifigures,0.9,Might Guy
 K2028 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Ebisu-K2028-Minifigures-600x600.jpg,Anime Naruto Shippuden Ebisu K2028 Minifigures,0.9,Ebisu
 K2029 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Kirigakure-Shinobi-K2029-Minifigures-600x600.jpg,Anime Naruto Shippuden Kirigakure Shinobi K2029 Minifigures,0.9,Kirigakure Shinobi
 K2030 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Inuzuka-Kiba-K2030-Minifigures-600x600.jpg,Anime Naruto Shippuden Inuzuka Kiba K2030 Minifigures,0.9,Inuzuka Kiba
 WM2153 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Kimimaro-WM2153-Minifigures-600x600.jpg,Anime Naruto Shippuden Kimimaro WM2153 Minifigures,1.3,Kimimaro
 K2023 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Iwagakure-Shinobi-K2023-Minifigures-600x600.jpg,Anime Naruto Shippuden Iwagakure Shinobi K2023 Minifigures,0.9,Iwagakure Shinobi
 WM2151 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Kimimaro-WM2151-Minifigures-600x600.jpg,Anime Naruto Shippuden Kimimaro WM2151 Minifigures,1.3,Kimimaro
 WM2152 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Uchiha-Sasuke-WM2152-Minifigures-600x600.jpg,Anime Naruto Shippuden Uchiha Sasuke WM2152 Minifigures,1.3,Uchiha Sasuke
 K2022 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Kumogakure-Shinobi-K2022-Minifigures-600x600.jpg,Anime Naruto Shippuden Kumogakure Shinobi K2022 Minifigures,0.9,Kumogakure Shinobi
 WM2154 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Uchiha-Itachi-WM2154-Minifigures-600x600.jpg,Anime Naruto Shippuden Uchiha Itachi WM2154 Minifigures,1.3,Uchiha Itachi
 K2021 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Uchiha-Shisui-K2021-Minifigures-600x600.jpg,Anime Naruto Shippuden Uchiha Shisui K2021 Minifigures,0.9,Uchiha Shisui
 K2025 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Korobi-K2025-Minifigures-600x600.jpg,Anime Naruto Shippuden Korobi K2025 Minifigures,0.9,Korobi
 K2024 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Hoshigaki-Kisame-K2024-Minifigures-600x600.jpg,Anime Naruto Shippuden Hoshigaki Kisame K2024 Minifigures,0.9,Hoshigaki Kisame
 WM2150 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Mitsuki-WM2150-Minifigures-600x600.jpg,Anime Naruto Shippuden Mitsuki WM2150 Minifigures,1.3,Mitsuki
 K2146 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/11/Anime-Naruto-Shippuden-Uchiha-Obito-K2146-Minifigures-600x600.jpg,Anime Naruto Shippuden Uchiha Obito K2146 Minifigures,1.3,Uchiha Obito
 K2145 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/11/Anime-Naruto-Shippuden-Hatake-Kakashi-K2145-Minifigures-600x600.jpg,Anime Naruto Shippuden Hatake Kakashi K2145 Minifigures,1.2,Hatake Kakashi
 K2147 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/11/Anime-Naruto-Shippuden-Tsunade-K2147-Minifigures-600x600.jpg,Anime Naruto Shippuden Tsunade K2147 Minifigures,1.1,Tsunade
 K2148 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/11/Anime-Naruto-Shippuden-Uchiha-Madara-K2148-Minifigures-600x600.jpg,Anime Naruto Shippuden Uchiha Madara K2148 Minifigures,1.2,Uchiha Madara
 K2149 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/11/Anime-Naruto-Shippuden-Jiraiya-K2149-Minifigures-600x600.jpg,Anime Naruto Shippuden Jiraiya K2149 Minifigures,1.2,Jiraiya
 K2150 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/11/Anime-Naruto-Shippuden-Kaguya-K2150-Minifigures-600x600.jpg,Anime Naruto Shippuden Kaguya K2150 Minifigures,1.3,Kaguya
 K2151 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/11/Anime-Naruto-Shippuden-Minato-Namikaze-K2151-Minifigures-600x600.jpg,Anime Naruto Shippuden Minato Namikaze K2151 Minifigures,1.1,Minato Namikaze
 WM2147 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Suigetsu-Hozuki-WM2147-Minifigures-600x600.jpg,Anime Naruto Shippuden Suigetsu Hozuki WM2147 Minifigures,1.3,Suigetsu Hozuki
 WM2149 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Jugo-WM2149-Minifigures-600x600.jpg,Anime Naruto Shippuden Jugo WM2149 Minifigures,1.3,Jugo
 WM2148 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/12/Anime-Naruto-Shippuden-Karin-Uzumaki-WM2148-Minifigures-600x600.jpg,Anime Naruto Shippuden Karin Uzumaki WM2148 Minifigures,1.3,Karin Uzumaki
 WM2139 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/10/Anime-Naruto-Shippuden-Animal-PathPain-WM2139-Minifigures-600x600.jpg,Anime Naruto Shippuden Animal Path(Pain) WM2139 Minifigures,1.3,Pain
 WM2140 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/10/Anime-Naruto-Shippuden-Animal-PathPain-WM2140-Minifigures-600x600.jpg,Anime Naruto Shippuden Animal Path(Pain) WM2140 Minifigures,1.3,Pain
 WM2141 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/10/Anime-Naruto-Shippuden-Hell-PathPain-WM2141-Minifigures-600x600.jpg,Anime Naruto Shippuden Hell Path(Pain) WM2141 Minifigures,1.3,Pain
 WM2142 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/10/Anime-Naruto-Shippuden-Human-PathPain-WM2142-Minifigures-600x600.jpg,Anime Naruto Shippuden Human Path(Pain) WM2142 Minifigures,1.3,Pain
 WM2143 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/10/Anime-Naruto-Shippuden-Asura-PathPain-WM2143-Minifigures-600x600.jpg,Anime Naruto Shippuden Asura Path(Pain) WM2143 Minifigures,1.3,Pain
 WM2144 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/10/Anime-Naruto-Shippuden-Mifune-WM2144-Minifigures-600x600.jpg,Anime Naruto Shippuden Mifune WM2144 Minifigures,1.3,Mifune
 WM2145 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/10/Anime-Naruto-Shippuden-Danzo-Shimura-WM2145-Minifigures-600x600.jpg,Anime Naruto Shippuden Danzo Shimura WM2145 Minifigures,1.2,Danzo Shimura
 WM2146 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/10/Anime-Naruto-Shippuden-Pepperfish-Hanzo-WM2146-Minifigures-600x600.jpg,Anime Naruto Shippuden Pepperfish Hanzo WM2146 Minifigures,1.3,Pepperfish Hanzo
 K2144 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/11/Anime-Naruto-Shippuden-Naruto-Uzumaki-K2144-Minifigures-600x600.jpg,Anime Naruto Shippuden Naruto Uzumaki K2144 Minifigures,1.1,Naruto Uzumaki
 K2016 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/10/Anime-Naruto-Shippuden-Hidan-K2016-Minifigures-600x600.jpg,Anime Naruto Shippuden Hidan K2016 Minifigures,0.9,Hidan
